full_text,fold,label_1,label_2,label_3,majority_vote,tie_break,gold_label
"@nH3Jpgceyz9Ltp6 Πριν από όλα, αλλάζοντας αυτούς που μας κυβερνούν.",2,-1,-1,-1,-1,,-1
Η #κυβερνηση_Μητσοτακη θεωρεί τις μικρές επιχειρήσεις ως πρόβλημα ανταγωνιστικότητας της χώρας. Δεν απαντάει όμως στο τι θα γίνει εάν αυτές κλείσουν και πως θα εξασφαλίσει τη προστασία των επιχειρηματιών που θα μείνουν χωρίς εργασία. #οικονομια @kinimallagis @AtticatTv,3,-1,-1,-1,-1,,-1
"- Ευτυχώς το ΚΑΣ αποφάσισε να γίνει στην Ακρόπολη μόνο φωτογράφιση του Ντιόρ, διότι αυτοί ήταν ικανοί να στήσουν καμμιά μπουτίκ εκεί πάνω.",4,-1,-1,-1,-1,,-1
"Το ν/σ για τα #ΜΜΕ σχολίασε η Ν. #Γκαρά κατά την δεύτερη συνεδρίαση στις επιτροπές της Βουλής 

«Προτεραιότητα για αυτήν την κυβέρνηση είναι η συντήρηση της σχέσης εξάρτησης και διαπλοκής με τα ΜΜΕ»

#ΜΜΕ
#ΝΔ
#διαπλοκή
#bussiness_as_usual
https://t.co/sGVzKMePLq",1,-1,-1,-1,-1,,-1
Η λεηλασία από τους Γερμανούς πλουτοπαραγωγικών πηγών που διαθέτουμε σε επάρκεια είναι η συμφωνία της ΝΔ!Η Γερμανία δεν διαθέτει πλουτοπαραγωγικες πηγες! @ellinikilisi https://t.co/JfXZ7j3Uvw,3,-1,-1,-1,-1,,-1
📌Στις 09:15 ραδιοφωνική συνέντευξη στον Γ.Πρετεντέρη στο Θέμα Radio 104.6 @thema_radio,2,0,0,0,0,,0
"2/2
Πέρσι, θυμίζω, κερδίσαμε 4,3 δισ. ευρώ, τα οποία ήταν περισσότερα από όσα υπολόγιζε η αντιπολίτευση και τα οποία αποτέλεσαν «ανάσα» για πολλές οικογένειες που μπόρεσαν να εργαστούν.
Ακούστε την συνέντευξη στον @thema_radio εδώ https://t.co/JW8uZkx0Dr",4,1,1,1,1,,1
"Magic Johnson, Larry Bird, Michael Jordan, Shaquille O'Neal, Kobe Bryant, LeBron James… Τα λόγια είναι περιττά και τα συγχαρητήρια πολύ φτηνά, όταν βλέπεις το όνομα #Giannis Antetokounmpo δίπλα σε αυτούς τους θρύλους! #ΝΒΑFinals #MVP #GreekFreak https://t.co/FwMnOmnjZ4",3,1,1,1,1,,1
"Έφυγε ο Νάσος Νασόπουλος ο εμπνευστής και η ""ψυχή"" του the best, έδωσε την μάχη στα ίσα, μέχρι και την τελευταία στιγμή.  Πολέμησε γενναία... αφήνει ένα τεράστιο κενό πίσω του !
Καλό ταξίδι Νάσο...
https://t.co/eMn6g0A42A",2,1,1,1,1,,1
"Κοινή δήλωση βουλευτών ΣΥΡΙΖΑ-Προοδευτική Συμμαχία Αν. Μακεδονίας-Θράκης: Ανοίγει ο Τουρισμός, κλείνουν τη Νυμφαία
https://t.co/jCG2kfQU8b",4,0,0,0,0,,0
"👉🏻Μίλησα κι εγώ για το ΝΣ που έφερε στην Βουλή η ηγεσία του Υπουργείου Παιδείας και Θρησκευμάτων, η υπουργός Νίκη Κεραμέως και η υφυπουργός Ζέτα Μακρή. Εκτός από αποτελεσματική και ικανή θεωρώ την κα Κεραμέως και τυχερή! 
🔗 https://t.co/eEn0hTfpf3 https://t.co/IZeV7A9jd1",4,1,1,1,1,,1
Ο Πάμπλο Πικάσο έλεγε ότι «Η τέχνη ξεπλένει από την ψυχή τη σκόνη της καθημερινότητας».Συγχαρητήρια στην Chris Barjoka και σε ολους τους καλλιτέχνες για την πρωτοβουλία της #Επίμονης_Τέχνης να εκθέσει έργα τέχνης στην κρυστάλλινη βιτρίνα του Γυάλινου Περιπτέρου της Νέας #Παραλίας https://t.co/nKh8qTeT4x,3,1,1,1,1,,1
"Με το Δήμαρχο Θάσου Λευτέρη Κυριακίδη συζητήσαμε για την πορεία υλοποίησης σημαντικών έργων στο νησί. 

Επίσης συμφωνήσαμε ότι η Θάσος ανοίγει τις πύλες της στους τουρίστες με ασφάλεια και προστασία. 

📌 https://t.co/cFQlaaQBTF

#dikisouepilogi #Θάσος #Καβάλα https://t.co/38DSrCodcf",1,1,0,0,0,,0
"Α.Τριανταφυλλίδης στο Κόκκινο:
«Ο ανέμελος επικοινωνιακός μητσοτακισμός σε πλήρη δράση:  αυταρχισμός στην κοινωνία, ασφυκτικός έλεγχος των μέσων ενημέρωσης». (Ηχητικό)

#ΝεαΣμυρνη #ποναω  

https://t.co/aJf9YEgXwZ",3,-1,-1,-1,-1,,-1
Αεροδρόμια και λεωφορεία χωρίς κλιματισμό: Απαξιώνετε την δημόσια περιουσία για να την ξεπουλήσετε! Οργή @velopky για την ληστεία της δημόσιας περιουσίας @ellinikilisi https://t.co/LMWMzdsFGx,4,-1,-1,-1,-1,,-1
Έλληνες βουλευτές αμφισβητούν την γενοκτονία! Οργή @VELOPKY για τους αρνητές στα βουλευτικά έδρανα...@ELLINIKILISI https://t.co/DhnfQkpQvz,4,-1,-1,-1,-1,,-1
"Με ένα tweet που άφησε τους πάντες άφωνους, ο Κρίτων Αρσένης μας προκαλεί να αποφασίσουμε εάν αστειεύεται ή εάν ζει σε έναν δικό του «υπέροχο» κόσμο. 

Ο Κρίτων … «Χολμς» αποκαλύπτει τα σατανικά σχέδια της κυβέρνησης https://t.co/TNB7Y3Nlxi via @MeaCulpagr",4,0,-1,-1,-1,,-1
"▫️Σήμερα οι Καμάρες της Αιγιάλειας γιορτάζουν την Υπαπαντή του Κυρίου μας. 
▫️Χρόνια πολλά σε όλες και σε όλους._

#Αχαΐα #Καμάρες #Αιγιάλεια https://t.co/IqDPXb8AJ7",2,1,1,1,1,,1
"Βλέπουμε περιοχές που κάθε χρόνο καίγονται και αυτό είναι θέμα έλλειψης προετοιμασίας και πρόληψης. Στην #Ηλεία έχουμε πληρώσει πολύ ακριβά τις καταστροφικές πυρκαγιές. Είμαστε δίπλα στην πυροσβεστική, στους ανθρώπους που μας στηρίζουν όποτε υπάρχει πρόβλημα. #Πυρκαγια https://t.co/WEgdqe2UOF",1,1,1,1,1,,1
Επιτρέψατε στο ναρκοκράτος να μπει στην ΕΕ με τις ψήφους των ευρωβουλευτών σας! Ο Κυριάκος Βελόπουλος @velopky  ξεσκέπασε την τρόικα εσωτερικού @ellinikilisi https://t.co/3WNC8aHyFT,2,-1,-1,-1,-1,,-1
"21Απριλίου 1967. Σε μία τέτοια επέτειο σκέφτομαι ότι και για τη δημοκρατία ισχύει ό,τι και για τις αξίες της ζωής: Οταν τις χάνεις, αντιλαμβάνεσαι πόσο σπουδαίες είναι. Οφείλουμε να κάνουμε τα πάντα,για να συνειδητοποιούν ειδικά οι νέοι,την αξία της δημοκρατίας &amp; της συμμετοχής!",3,1,1,0,1,,1
"Σιμόν Μπολίβαρ  (24 Ιουλίου 1783–17 Δεκεμβρίου 1830).

https://t.co/2lWFj5icOr",1,0,0,0,0,,0
Να επιτραπεί στον Λιβυκό λαό να εκφράσει την κυρίαρχη θέλησή του στις εκλογές. Για να γίνει αυτό πρέπει να φύγουν όλες οι ξένες δυνάμεις και οι μισθοφόροι από το έδαφος της Λιβύης. (από τη συνάντησή μου με τον Πρόεδρο της Βουλής των Αντιπροσώπων της Λιβύης Α. Σάλεχ @GreeceMFA) https://t.co/TknzYyRT9f,3,-1,1,1,1,,1
"Πέρασαν 25 χρόνια από τη νύχτα των Ιμίων, που δεν ξεχνιέται. Θα θυμόμαστε για πάντα τον Χριστόδουλο, τον Έκτορα και τον Τάκη, τον συμπατριώτη μου από τη Λάγια της Μάνης, που με τη θυσία τους συνέχισαν τη μακρά παράδοση των Ενόπλων μας Δυνάμεων σε προσφορά, αυταπάρνηση και θυσίες! https://t.co/WvxuZcTMC3",2,1,-1,1,1,,1
"Μιλούσαν έναν ολόκληρο χρόνο για ΔΩΡΕΑΝ παροχή. #Κεραμεως και #κυβερνηση_Μητσοτακη έλεγαν ψέμματα. Το κόστος ήταν διπλό: -καταγραφή προσωπικών δεδομένων πολιτών από #cisco 
-2 εκατ.€ κόστος από χρήματα των φορολογουμένων 
Ψέμα και υποκρισία! Ντροπή. 
#κεραμεως_παραιτησου",4,-1,-1,-1,-1,,-1
"Στις 10:00 πμ στο @delphi_forum με την Ιωάννα Μάνδρου θα μιλήσουμε για την Δικαιοσύνη και τον ρόλο των θεσμών στην οικονομική ανάπτυξη. Δείτε ζωντανά εδώ: 
https://t.co/g4MlQpNliI",1,0,0,0,0,,0
"✍︎ Άρθρο μου στο @newsbombgr για τη μετατροπή της χώρας σε... ""Άγρια Δύση"", με ευθύνη της Κυβέρνησης της Ν.Δ..
.
#jsarakiotis #ΣΥΡΙΖΑ #newsbomb #άρθρο #ασφάλεια #εγκληματικότητα #Ελλάδα #κυβέρνηση_Μητσοτάκη
https://t.co/OhqpGbkrdJ",2,0,-1,-1,-1,,-1
"Πιο καθαρός &amp; φωτεινός αθλητισμός, με περισσότερα παιδιά, περισσότερους γονείς.
Στη Βουλή για μέτρα &amp; δράσεις αντιμετώπισης σεξουαλικής &amp; κάθε άλλου είδους βίας &amp; κατάχρησης εξουσίας. Για εξελισσόμενη αθλητική μεταρρύθμιση, με πάταξη χρόνιων παθογενειών👊

https://t.co/9BxyOOSsBT https://t.co/Cpt9nCE86m",3,1,1,1,1,,1
"Σήμερα τίθενται τα θεμέλια για το μέλλον των νέων Ανθυπολοχαγών που ορκίστηκαν παρουσία της @PresidencyGR η οποία και τους επέδωσε τα ξίφη. Απόλυτη υπερηφάνεια. 
Περισσότερα είναι διαθέσιμα εδώ:
https://t.co/XfnZG0MV2d https://t.co/gpd4xAArC6",4,1,1,1,1,,1
@StrKonstantinos Ας μας απαντήσει κατ’ αρχάς η @AvgiOnline ποιος κρύβεται πίσω από την offshore. Και αν νομίζουν εκεί στον @syriza_gr ότι θα μας λένε κωλοδεξιούς &amp; κίναιδους και δεν θα απαντάμε κάνουν πολύ μεγάλο λάθος. Τεράστιο λάθος.,4,-1,-1,-1,-1,,-1
"Θέλει προσοχή με τα rapidtest από πολίτες που λέει η ΝΔ:η λήψη δειγματος, η ανακίνηση του στυλεου στο σωληνάκι για να εκχυλισθει το προς έλεγχο υλικό είναι δύσκολη για αδαή.Δεν φοβούνται μεγαλο αριθμό ψευδών αρνητικών αποτελεσμάτων από και μη καλά rapid;H @ellinikilisi το είπε. https://t.co/5gPVp5vX12",4,-1,-1,-1,-1,,-1
"Είχα τη χαρά να υποδεχθώ σήμερα  στο γραφείο μου στη Βουλή τον διάσημο 32χρονο Έλληνα αρχιμουσικό-διευθυντή ορχήστρας, Διονύση Γραμμένο. https://t.co/67g7Ul4r3Z",1,1,1,1,1,,1
"Περάσαμε πολύ όμορφα και ήταν μια παρένθεση ανεμελιάς και χαλάρωσης, στο τέλος μιας απαιτητικής εβδομάδας. Συγχαρητήρια στους ηθοποιούς, στη σκηνοθέτη και σε όλους τους συντελεστές της παράστασης. https://t.co/TU7dDlZHyz",3,1,1,1,1,,1
"Δεν απαντούν στα ερωτήματά μας, υπεκφεύγουν, κωφεύουν στις εκκλήσεις των φορέων που ζητούν αναβάθμιση της υπηρεσίας, αδιαφορούν για την περιβαλλοντική θωράκιση της χώρας &amp; κάνουν αντιπολίτευση, στην αντιπολίτευση!
Επίκαιρη Ερώτησή μου προς τον Υπ. Περιβάλλοντος
#ΣΥΡΙΖΑ #Βουλη https://t.co/sr3Oi8ajlT",4,-1,-1,-1,-1,,-1
"Το 2021, θα είναι λιγότεροι κατά 25 χιλιάδες οι εισακτέοι στα Πανεπιστήμια σε σχέση με πέρυσι. Είναι οι νέοι που η κυβέρνηση τους λέει ότι αν θέλουν να σπουδάσουν, θα πρέπει να βρουν μερικές χιλιάδες ευρώ για ένα αμφιβόλου ποιότητας κολέγιο, αντί για ένα δημόσιο ίδρυμα.",3,-1,-1,-1,-1,,-1
"Στον Αλισσό της Δυτικής Αχαΐας, που γιορτάζει την προστάτιδά του Αγία Τριάδα._

#Αχαΐα #Δυτική_Αχαΐα #Αλισσός https://t.co/zLxP70MaGK",4,0,0,0,0,,0
"""Αντί για σοβαρό σχεδιασμό αναδιοργάνωσης των Ενόπλων Δυνάμεων η κυβέρνηση αυξάνει τη στρατιωτική θητεία μόνο και μόνο για επικοινωνιακούς λόγους"".  

Κοινή δήλωση με Θοδωρή Δρίτσα. #θητεία #κυβέρνηση https://t.co/s8qtuM0uEK",3,-1,-1,-1,-1,,-1
Ψυχολογική υποστήριξη στους σεισμόπληκτους της Θεσσαλίας https://t.co/ItvqNw1jcp,4,1,0,1,1,,1
"“Η συνταξιοδότηση δύο ακτινολόγων, σε συνδυασμό με την πρόσφατη μετακίνηση δύο αναισθησιολόγων, έχει δημιουργήσει δυσλειτουργίες των χειρουργείων και τη λειτουργία του αξονικού τομογράφου...”._ 

📌 [Αριθμός Πρωτοκόλλου: 3342 / 18.1.2021] 

#Αχαΐα #Αίγιο

https://t.co/njO07wR6n9",0,-1,-1,0,-1,,-1
"Κλέβετε τον εργαζόμενο, κλέβετε τον φτωχό! Οργή @velopky για τα εγκληματικά λάθη στο εργασιακό νομοσχέδιο.  @ellinikilisi https://t.co/OJxEBVcNQp",0,-1,-1,-1,-1,,-1
Γεωργιάδης σε Δρίτσα: Δέχεστε να απειλούν τη Δημοκρατία Κούρτοβικ και Κουφοντίνας; | https://t.co/dMJIGwAOPD https://t.co/2SEdNMxHKB,3,-1,-1,-1,-1,,-1
"@bkex Αγαπητή κ. Κεχαγιά, δεν σας κατηγορώ που γράφετε αυτά που γράφετε. Τη δουλειά σας κάνετε και εσείς. Λυπάμαι όμως που ενώ με ξέρετε προσωπικά, αφήνετε να εννοηθεί ότι είμαι ακραίος και ότι διχάζω τον κόσμο. Ενώ ξέρετε αν είμαι...",0,-1,-1,-1,-1,,-1
"Από τη χτεσινή εκδήλωση στην Ιερά Μονή Μεταμορφώσεως του Σωτήρος στις Λιβανάτες, τον τόπο όπου την 1η Απριλίου 1825 συνελήφθη ο ήρωας της Επανάστασης Οδυσσέας Ανδρούτσος. #Λιβανάτες https://t.co/GDEOxLAviR",0,0,0,0,0,,0
"➡️ Στις 6.11.2019 πρότεινα -στη Βουλή- την επιβολή ποινής ισόβιας κάθειρξης στους βιαστές παιδιών.
➡️ Σήμερα το αίτημα είναι ώριμο όσο ποτέ, αφού η κοινωνία είναι πλέον έτοιμη και η Πολιτεία ενήμερη._

ΔΕΙΤΕ ΤΟ ΒΙΝΤΕΟ: 
https://t.co/qX67zWcGIX

#παιδί #βιασμός #metoo https://t.co/57ndPSn2Pl",3,0,0,0,0,,0
"Πάρτυ στα κανάλια με αριστερούς ""εισαγγελείς"" και δεξιούς ""συνηγόρους"" υπεράσπισης. Κανείς δεν ήξερε τίποτα, αλλά όλοι έχουν άποψη! 
#ΛΙΓΝΑΔΗΣ",4,-1,-1,-1,-1,,-1
Επετειακή εκδήλωση στο Ζάππειο Μέγαρο για τα 40 χρόνια πορείας της Ελλάδας στις Ευρωπαϊκές Κοινότητες &amp; την επίσημη έναρξη του εθνικού διαλόγου για το Μέλλον της Ευρώπης. Πολλά συγχαρητήρια στον ΑΝΥΠΕΞ @MVarvitsiotis για την άψογη διοργάνωση της εκδήλωσης. 🇬🇷🇪🇺#40ΕλλάδαΕΕ #CoFoE https://t.co/HXVNHXIZ12,2,1,1,1,1,,1
"Το Κράτος Δικαίου ξεσκεπάζει τους σκευωρούς. Σήμερα, ήρθε η δικαίωση του Σ. Παπασταύρου. Διασύρθηκε απ’ τους «λεβέντες» της κυβέρνησης Τσίπρα αλλά στο τέλος τους νίκησε. Το Κράτος Δικαίου θα ξεσκεπάσει και άλλες σκευωρίες. Στο τέλος οι σκευωροί θα βρεθούν απέναντι στη Δικαιοσύνη https://t.co/kQzKxwEEUw",1,1,1,-1,1,,1
"Ο Ακάθιστος Ύμνος, οι «Χαιρετισμοί» στην Παναγία, ένα από τα πιο σημαντικά υμνογραφικά κείμενα της βυζαντινής περιόδου, δεν συνδέεται μόνον με την θρησκευτική λατρεία, αλλά αποτυπώνει την εθνική πορεία και υπόσταση του Ελληνισμού. @ellinikilisi @gr_typ_el_lisi #Ορθοδοξία",4,1,1,0,1,,1
Για την @ellinikilisi  η πλατεία ενώνει. Για τη Νέα Δημοκρατία και τον ΣΥΡΙΖΑ η πλατεία πρέπει να ματώνει. Το αίμα όμως είναι αίμα Ελλήνων. https://t.co/2ZX39VcqAP,4,-1,-1,-1,-1,,-1
"Ο ανασχηματισμός αποτελεί αποκλειστικό, συνταγματικό προνόμιο του πρωθυπουργού. Οι υπουργοί κι υφυπουργοί διορίζονται και παύονται απο εκείνον ανάλογα με τις προτιμήσεις και τις επιλογές του!",1,1,0,0,0,,0
Προτεραιότητα οι ανασκαφές στον Τύμβο Καστάπου έχουν παγώσει δυστυχώς εδώ και χρόνια. Επίσκεψη στο Δήμο Αμφίπολης ως Βουλευτής της @ellinikilisi Είναι χρέος μας να αναδείξουμε και να αξιοποιήσουμε τους ιστορικούς θησαυρούς της #Μακεδονίας μας με την ιστορική  ακτινοβολία @velopky https://t.co/bTAPIsA4q6,4,1,1,1,1,,1
Καλησπέρα σας. Απόψε στις 18:40 μπορείτε να με ακούσετε στο Κανάλι 1 του Πειραιά για τις πολιτικές εξελίξεις!,0,0,0,0,0,,0
Η ελληνοαιγυπτιακή εταιρική σχέση στερεί από την Άγκυρα τον ρόλο που επιθυμεί να αποκτήσει: να αναχθεί σε περιφερειακό πόλο στην Ανατολική Μεσόγειο. @skaigr @SkaitvGR,0,-1,-1,0,-1,,-1
"Σήμερα στις 18.00 θα συμμετάσχω στο Webinar της Νομικής Σχολής του @UNIC_ENG με θέμα «Το Ευρωπαϊκό Σύμφωνο για τη Μετανάστευσης και το Άσυλο: Προσδοκίες και προκλήσεις για τις Μεσογειακές χώρες πρώτης Υποδοχής».

https://t.co/O3S16BemnY

https://t.co/19OCWZ7bWs https://t.co/1KIgczxVDs",0,0,0,0,0,,0
"Την ώρα που τα Μέσα Μαζικής Εξαπάτησης σιγοντάρουν το ψεύδος της ""Μητσοτάκης Α.Ε."" η αλήθεια λάμπει διεθνώς.
Πόσο ακόμα πριν λάμψει κι εδώ; Όχι πολύ! https://t.co/qf1Ef8I2Y3",3,-1,-1,-1,-1,,-1
"Ο κ. Μητσοτάκης μάλιστα αναφερόταν σε “σκανδαλώδεις διατάξεις” &amp; σε “ανοχή σε όσους ευτελίζουν την έννοια του ασύλου”. Μάλλον, για αυτό το λόγο ήρθε στη συνέχεια &amp; κατάργησε συνολικά το άσυλο.
.
#jsarakiotis #ΣΥΡΙΖΑ #vouli #ΝΔ #άσυλο #Μητσοτάκης 
https://t.co/izf5uvjgZV",2,-1,-1,-1,-1,,-1
"Έκτακτη σύσκεψη με τον Δήμαρχο Μινώα Πεδιάδας Μανόλη Φραγκάκη και εκπροσώπους της τοπικής κοινωνίας πραγματοποίησε ο βουλευτής Ηρακλείου Νίκος Ηγουμενίδης με αντικείμενο το οδικό δίκτυο εν όψει του νέου αεροδρομίου

https://t.co/6Gc7llI7Q4 https://t.co/yApPW1DvqO",2,0,0,0,0,,0
"Ο νέος οργανισμός του ΥΠΕΞ αναβαθμίζει, επικαιροποιεί, εξορθολογίζει, διορθώνει, καινοτομεί.
 
Το καθιστά δυναμικό, θεσμικό όχημα προώθησης των θέσεων, των συμφερόντων, των διεθνών οικονομικών σχέσεων και της εικόνας της χώρας διεθνώς.
 
@NikosDendias @GreeceMFA #Βουλή",0,1,1,1,1,,1
"@PJK3xw8TIQ6FxCO Εσείς είστε τόσο καραμανλικοί που ενημερώνεστε μόνο από την Αυγή ε; Γιατί μόνο η Αυγή το έγραψε έτσι, γιατί δεν είπα αυτό!",0,-1,-1,-1,-1,,-1
"Κόλαφος! 97% θνητότητα στις ΜΕΘ καταγγέλει η ΠΟΕΔΗΝ! Αυτοί που γονάτισαν το ΕΣΥ, απολύοντας γιατρούς, κλείνοντας νοσοκομεία &amp; κάνοντας πάρτι με τις προμήθειες, αντί να μας κουνάνε το δάχτυλο, ας ψάξουν καμία τρύπα να κρυφτούν! 
#ΥΠΑΡΧΕΙΛΥΣΗ @ellinikilisi @velopky https://t.co/yqe6d9yCD1",2,-1,-1,-1,-1,,-1
Συνέντευξη στην ημερήσια ψηφιακή εφημερίδα POLITICAL https://t.co/l53IhcBQOn,2,0,0,0,0,,0
"Σήμερα το πρωί με τον Δήμαρχο Θερμαϊκού κ. Τσαμασλή, τους βουλευτές @TheoKaraoglou και @DimVartzopoulos  και τον Πρόεδρο της ΜΟΔ κ. Παπαδημητρίου ανακοινώσαμε την Προγραμματική Σύμβαση του Δήμου και της ΜΟΔ για την εκπόνηση των μελετών για την Μαρίνα της Νέας Μηχανιώνας https://t.co/c0iPCeeCDQ",3,0,0,0,0,,0
"Η επίσκεψη Τσαβούτσογλου έδειξε τις προθέσεις της Τουρκίας δηλαδή ότι επιθυμεί την ομαλοποίηση των σχέσεων με την Ελλάδα. Μπαίνουμε σε μια περίοδο «μη κρίσης» και φαίνεται πως θα έχουμε ένα ήρεμο καλοκαίρι. 
1/3 #Skai",4,1,1,1,1,,1
"Ξεκάθαρος ο #Μητσοτάκης. Κρατάει την #Μενδώνη (που τους κρατάει) γιατί ανέλαβε και έκλεισε πολλές ""δύσκολες"" υποθέσεις.
Όπως τον τεμαχισμό και την καταστροφή των αρχαίων της #Βενιζέλου για το #Μετρό #Θεσσαλονίκης.
#Βουλή",4,-1,-1,-1,-1,,-1
"Στον Αρχιερατικό Εσπερινό στον Ι.Ν του Αγ.Τρύφωνα στη Φιλιπ/πολη Λάρισας,χοροστατούντος του Σεβασμιώτατου Μητροπολίτη Λάρισας Ιερώνυμου.
Και εν μέσω πανδημίας,οι κάτοικοι της περιοχής τιμούν τον προστάτη τους.
Ας είναι η φετινή χρονιά,μια ευλογημένη χρονιά για τους αγρότες  μας. https://t.co/TT3cMN43NU",4,1,1,1,1,,1
"Μπορεί για άλλα και για άλλα να μην έχουμε λεφτά… όταν όμως είναι να προωθήσουμε τα εμβόλια, τότε τα € τρέχουν από τα μπατζάκια μας!!! #ΥΠΑΡΧΕΙΛΥΣΗ @ellinikilisi @velopky https://t.co/TyQy4dIlso",3,-1,-1,-1,-1,,-1
"Περισσότερο από 1,2 εκατομμύρια άνθρωποι ζουν με Πάρκινσον στην Ευρώπη. Η μέση ηλικία εκδήλωσης της νόσου είναι τα εξήντα χρόνια, ενώ πάνω από ένας στους 10 ανθρώπους διαγιγνώσκεται πριν την ηλικία των πενήντα._ 

#υγεία https://t.co/YlgMU10Omc",0,0,-1,0,0,,0
"Από την προηγούμενη Κυβέρνηση του #ΣΥΡΙΖΑ &amp; από όσους παλέψαμε για αυτό στη #Φθιώτιδα, μπήκε τέλος σε έναν πολυετή φαύλο κύκλο απαξίωσης &amp; υποβάθμισης της περιοχής &amp; του #σιδηρόδρομου της χώρας, εκκινώντας &amp; ολοκληρώνοντας έργα για τα οποία συνεχώς ακούγαμε, αλλά ουδέποτε βλέπαμε https://t.co/JjmRlVRRh6",4,-1,-1,-1,-1,,-1
Αυτή η «εφορία» θα καταργηθεί! Ο Κυριάκος Βελόπουλος @VELOPKY  δεσμεύτηκε να βάλει τέλος στην βιομηχανία εκβιασμών κατά Ελλήνων @ELLINIKILISI https://t.co/I8sRUjojrB,1,1,1,1,1,,1
Πραγματικά το καλό χιούμορ είναι ευπρόσδεκτο και αυτό είναι ένα άριστο τέτοιο δείγμα...(την καρέκλα παρεπιπτόντως την χρησιμοποιώ για λόγους υγείας πάντως μετά την εγχείρηση και είδα μεγάλη διαφορά στη μέση μου) https://t.co/RqGk12QAHO,0,1,1,0,1,,1
"Οι θαυμαστές του #Trump (που τον θεωρούσαν και ""αυτοδημιούργητο"") τι λένε σήμερα; Α, ξέχασα, από το ""εγώ είμαι Ρεπουμπλικάνος"" τότε, σήμερα έχουν γίνει υποστηρικτές του Μπάιντεν... https://t.co/uHQ7gXUsQQ",0,1,-1,-1,-1,,-1
"Οφείλω να ευχαριστήσω τον Πρωθυπουργό, @kmitsotakis  για την εμπιστοσύνη που επέδειξε στο πρόσωπό μου με την ανάθεση του @ypesgr και θέλω να επισημάνω ότι δεν θα υπάρξει καμία μεταβολή στην εφαρμογή του Κυβερνητικού προγράμματος της @neademokratia. https://t.co/EXEjjloGxm",0,1,1,1,1,,1
"Π. Σκουρλέτης: Το νομοσχέδιο - έκτρωμα της κυβέρνησης θέλει τον εργαζόμενο ακόμη πιο υποβαθμισμένο και χαμηλά αμειβόμενο
#ΣΥΡΙΖΑ #8ωρο 
https://t.co/9g7bzraaa1",0,-1,-1,-1,-1,,-1
@ParisDalianis βιώσιμο σήμερα που είναι διπλάσιο από το 2010; Γιατί τότε μας επέβαλαν τα μνημόνια;,3,-1,-1,-1,-1,,-1
"To πανεπιστήμιο Princeton κατάργησε την υποχρεωτική εκμάθηση αρχ. ελληνικών ενώ οι φανατικοί της δήθεν«πολιτικής ορθότητας»θέλουν να καταργήσουν ακόμα &amp;την διδασκαλία του αρχαίου ελληνικού πολιτισμού!Η κατάργηση της διδασκαλίας του συνιστά επιστροφή στο μεσαίωνα! 
@ellinikilisi",4,-1,-1,-1,-1,,-1
"Χαιρετισμός μου στην 3η Διαδικτυακή Ημερίδα της Μονάδας Ιατρικώς Υποβοηθούμενης Αναπαραγωγής του Ν.Ν.Α., ""The Art of the A.R.T""
https://t.co/PZorVz5S8m",4,0,1,1,1,,1
Δυστυχώς λόγω τεχνικών προβλημάτων η εκδήλωση αναβλήθηκε λόγω τεχνικών προβλημάτων και θα γίνει μάλλον την άλλη Τρίτη 6/4 https://t.co/T1rASTcfNM,2,0,-1,0,0,,0
"Ν. Αναστασιάδης: Το σύνθημα ""Ελευθερία ή Θάνατος"", συμπυκνώνει ολόκληρη την ιστορία του σύγχρονου Ελληνισμού

 https://t.co/3DAqWELTX6",1,1,0,1,1,,1
"ΕΙΝΑΙ ΑΔΙΑΝΟΗΤΟ! Η @neademokratia έφερε νόμο που μιλά για εθνικές μειονότητες στην Ελλάδα!!! Οι άνθρωποι δεν είναι απλά ανίκανοι, είναι εθνικά επικίνδυνοι και πρέπει να φύγουν! @ellinikilisi @velopky https://t.co/JO1Ys7UvLV",1,-1,-1,-1,-1,,-1
«Κατόπιν εορτής τα μέτρα της κυβέρνησης για την υγειονομική ασφάλεια» (video) https://t.co/8PM3eiTz2y,4,-1,0,-1,-1,,-1
"""Μειώνουν σχολές, μειώνουν προϋπολογισμούς, αλλά αυξάνουν τους αστυνομικούς... Εμείς κάναμε επένδυση στη γνώση, στην έρευνα, στην επιστήμη και όχι στην ελαστική εργασία και στη μείωση του μισθού""
Α. Τσίπρας/ Ηλεία 24.5.2021",4,-1,-1,-1,-1,,-1
"Δηλαδή ο @kmitsotakis ισχυρίζεται ότι ο #ΣΥΡΙΖΑ που ανάγκασε τους καναλάρχες να πληρώσουν για τις άδειες -βάσει Νόμου- το έκανε ώστε να τους ελέγξει, ενώ ο ίδιος που τους απάλλαξε από πληρωμές και τους πληρώνει εκατομμύρια με #λίστα_Πέτσα ,τους ενισχύει για να είναι ανεξάρτητοι;",2,-1,-1,-1,-1,,-1
Βασικός στόχος μου στο Υπ. Εργασίας η αναβάθμιση της εξυπηρέτησης των πολιτών. Φέρνουμε 21 ηλεκτρονικές υπηρεσίες των e-ΕΦΚΑ και ΟΑΕΔ και στα ΚΕΠ. Συνεχίζουμε με ενιαίο call center για δωρεάν εξυπηρέτηση του κοινού. Εργαζόμαστε για μια Δημόσια Διοίκηση φιλική προς τους πολίτες. https://t.co/X7daKDvX6K,0,1,1,1,1,,1
